[Test 1] 1.0 KB; 20.7812 ms
[Test 1] 9313.0 KB; 7295.7812 ms
[Test 1] 9314.0 KB; 7296.5625 ms
[Test 1] 9315.0 KB; 7297.3438 ms
[Test 1] 9316.0 KB; 7298.1250 ms
[Test 1] 9317.0 KB; 7298.9062 ms
[Test 1] 9318.0 KB; 7299.6875 ms
[Test 1] 9319.0 KB; 7300.4687 ms
[Test 1] 9320.0 KB; 7301.2500 ms
[Test 1] 9321.0 KB; 7302.0312 ms
[Test 1] 9322.0 KB; 7302.8125 ms
[Test 1] 9323.0 KB; 7303.5937 ms
[Test 1] 9324.0 KB; 7304.3750 ms
[Test 1] 9325.0 KB; 7305.1562 ms
[Test 1] 9326.0 KB; 7305.9375 ms
[Test 1] 9327.0 KB; 7306.7188 ms
[Test 1] 9328.0 KB; 7307.5000 ms
[Test 1] 9329.0 KB; 7308.2812 ms
[Test 1] 9330.0 KB; 7309.0625 ms
[Test 1] 9331.0 KB; 7309.8438 ms
[Test 1] 9332.0 KB; 7310.6250 ms
[Test 1] 9333.0 KB; 7311.4062 ms
[Test 1] 9334.0 KB; 7312.1875 ms
[Test 1] 9335.0 KB; 7312.9688 ms
[Test 1] 9336.0 KB; 7313.7500 ms
[Test 1] 9337.0 KB; 7314.5312 ms
[Test 1] 9338.0 KB; 7315.3125 ms
[Test 1] 9339.0 KB; 7316.0937 ms
[Test 1] 9340.0 KB; 7316.8750 ms
[Test 1] 9341.0 KB; 7317.6562 ms
[Test 1] 9342.0 KB; 7318.4375 ms
[Test 1] 9343.0 KB; 7319.2187 ms
[Test 1] 9344.0 KB; 7320.0000 ms
[Test 1] 9345.0 KB; 7320.7812 ms
[Test 1] 9346.0 KB; 7321.5625 ms
[Test 1] 9347.0 KB; 7322.3438 ms
[Test 1] 9348.0 KB; 7323.1250 ms
[Test 1] 9349.0 KB; 7323.9062 ms
[Test 1] 9350.0 KB; 7324.6875 ms
[Test 1] 9351.0 KB; 7325.4688 ms
[Test 1] 9352.0 KB; 7326.2500 ms
[Test 1] 9353.0 KB; 7327.0312 ms
[Test 1] 9354.0 KB; 7327.8125 ms
[Test 1] 9355.0 KB; 7328.5938 ms
[Test 1] 9356.0 KB; 7329.3750 ms
[Test 1] 9357.0 KB; 7330.1562 ms
[Test 1] 9358.0 KB; 7330.9375 ms
[Test 1] 9359.0 KB; 7331.7187 ms
[Test 1] 9360.0 KB; 7332.5000 ms
[Test 1] 9361.0 KB; 7333.2812 ms
[Test 1] 9362.0 KB; 7334.0625 ms
[Test 1] 9363.0 KB; 7334.8437 ms
[Test 1] 9364.0 KB; 7335.6250 ms
[Test 1] 9365.0 KB; 7336.4062 ms
[Test 1] 9366.0 KB; 7337.1875 ms
[Test 1] 9367.0 KB; 7337.9688 ms
[Test 1] 9368.0 KB; 7338.7500 ms
[Test 1] 9369.0 KB; 7339.5312 ms
[Test 1] 9370.0 KB; 7340.3125 ms
[Test 1] 9371.0 KB; 7341.0938 ms
[Test 1] 9372.0 KB; 7341.8750 ms
[Test 1] 9373.0 KB; 7342.6562 ms
[Test 1] 9374.0 KB; 7343.4375 ms
[Test 1] 9375.0 KB; 7344.2188 ms
[Test 1] 9376.0 KB; 7345.0000 ms
[Test 1] 9377.0 KB; 7345.7812 ms
[Test 1] 9378.0 KB; 7346.5625 ms
[Test 1] 9379.0 KB; 7347.3437 ms
[Test 1] 9380.0 KB; 7348.1250 ms
[Test 1] 9381.0 KB; 7348.9062 ms
[Test 1] 9382.0 KB; 7349.6875 ms
[Test 1] 9383.0 KB; 7350.4687 ms
[Test 1] 9384.0 KB; 7351.2500 ms
[Test 1] 9385.0 KB; 7352.0312 ms
[Test 1] 9386.0 KB; 7352.8125 ms
[Test 1] 9387.0 KB; 7353.5938 ms
[Test 1] 9388.0 KB; 7354.3750 ms
[Test 1] 9389.0 KB; 7355.1562 ms
[Test 1] 9390.0 KB; 7355.9375 ms
[Test 1] 9391.0 KB; 7356.7188 ms
[Test 1] 9392.0 KB; 7357.5000 ms
[Test 1] 9393.0 KB; 7358.2812 ms
[Test 1] 9394.0 KB; 7359.0625 ms
[Test 1] 9395.0 KB; 7359.8438 ms
[Test 1] 9396.0 KB; 7360.6250 ms
[Test 1] 9397.0 KB; 7361.4062 ms
[Test 1] 9398.0 KB; 7362.1875 ms
[Test 1] 9399.0 KB; 7362.9687 ms
[Test 1] 9400.0 KB; 7363.7500 ms
[Test 1] 9401.0 KB; 7364.5312 ms
[Test 1] 9402.0 KB; 7365.3125 ms
[Test 1] 9403.0 KB; 7366.0937 ms
[Test 1] 9404.0 KB; 7366.8750 ms
[Test 1] 9405.0 KB; 7367.6562 ms
[Test 1] 9406.0 KB; 7368.4375 ms
[Test 1] 9407.0 KB; 7369.2188 ms
[Test 1] 9408.0 KB; 7370.0000 ms
[Test 1] 9409.0 KB; 7370.7812 ms
[Test 1] 9410.0 KB; 7371.5625 ms
[Test 1] 9411.0 KB; 7372.3438 ms
[Test 1] 9412.0 KB; 7373.1250 ms
[Test 1] 9413.0 KB; 7373.9062 ms
[Test 1] 9414.0 KB; 7374.6875 ms
[Test 1] 9415.0 KB; 7375.4688 ms
[Test 1] 9416.0 KB; 7376.2500 ms
[Test 1] 9417.0 KB; 7377.0312 ms
[Test 1] 9418.0 KB; 7377.8125 ms
[Test 1] 9419.0 KB; 7378.5937 ms
[Test 1] 9420.0 KB; 7379.3750 ms
[Test 1] 9421.0 KB; 7380.1562 ms
[Test 1] 9422.0 KB; 7380.9375 ms
[Test 1] 9423.0 KB; 7381.7187 ms
[Test 1] 9424.0 KB; 7382.5000 ms
[Test 1] 9425.0 KB; 7383.2812 ms
[Test 1] 9426.0 KB; 7384.0625 ms
[Test 1] 9427.0 KB; 7384.8438 ms
[Test 1] 9428.0 KB; 7385.6250 ms
[Test 1] 9429.0 KB; 7386.4062 ms
[Test 1] 9430.0 KB; 7387.1875 ms
[Test 1] 9431.0 KB; 7387.9688 ms
[Test 1] 9432.0 KB; 7388.7500 ms
[Test 1] 9433.0 KB; 7389.5312 ms
[Test 1] 9434.0 KB; 7390.3125 ms
[Test 1] 9435.0 KB; 7391.0938 ms
[Test 1] 9436.0 KB; 7391.8750 ms
[Test 1] 9437.0 KB; 7392.6562 ms
[Test 1] 9438.0 KB; 7393.4375 ms
[Test 1] 9439.0 KB; 7394.2187 ms
[Test 1] 9440.0 KB; 7395.0000 ms
[Test 1] 9441.0 KB; 7395.7812 ms
[Test 1] 9442.0 KB; 7396.5625 ms
[Test 1] 9443.0 KB; 7397.3437 ms
[Test 1] 9444.0 KB; 7398.1250 ms
[Test 1] 9445.0 KB; 7398.9062 ms
[Test 1] 9446.0 KB; 7399.6875 ms
[Test 1] 9447.0 KB; 7400.4688 ms
[Test 1] 9448.0 KB; 7401.2500 ms
[Test 1] 9449.0 KB; 7402.0312 ms
[Test 1] 9450.0 KB; 7402.8125 ms
[Test 1] 9451.0 KB; 7403.5938 ms
[Test 1] 9452.0 KB; 7404.3750 ms
[Test 1] 9453.0 KB; 7405.1562 ms
[Test 1] 9454.0 KB; 7405.9375 ms
[Test 1] 9455.0 KB; 7406.7188 ms
[Test 1] 9456.0 KB; 7407.5000 ms
[Test 1] 9457.0 KB; 7408.2812 ms
[Test 1] 9458.0 KB; 7409.0625 ms
[Test 1] 9459.0 KB; 7409.8437 ms
[Test 1] 9460.0 KB; 7410.6250 ms
[Test 1] 9461.0 KB; 7411.4062 ms
[Test 1] 9462.0 KB; 7412.1875 ms
[Test 1] 9463.0 KB; 7412.9687 ms
[Test 1] 9464.0 KB; 7413.7500 ms
[Test 1] 9465.0 KB; 7414.5312 ms
[Test 1] 9466.0 KB; 7415.3125 ms
[Test 1] 9467.0 KB; 7416.0938 ms
[Test 1] 9468.0 KB; 7416.8750 ms
[Test 1] 9469.0 KB; 7417.6562 ms
[Test 1] 9470.0 KB; 7418.4375 ms
[Test 1] 9471.0 KB; 7419.2188 ms
[Test 1] 9472.0 KB; 7420.0000 ms
[Test 1] 9473.0 KB; 7420.7812 ms
[Test 1] 9474.0 KB; 7421.5625 ms
[Test 1] 9475.0 KB; 7422.3438 ms
[Test 1] 9476.0 KB; 7423.1250 ms
[Test 1] 9477.0 KB; 7423.9062 ms
[Test 1] 9478.0 KB; 7424.6875 ms
[Test 1] 9479.0 KB; 7425.4687 ms
[Test 1] 9480.0 KB; 7426.2500 ms
[Test 1] 9481.0 KB; 7427.0312 ms
[Test 1] 9482.0 KB; 7427.8125 ms
[Test 1] 9483.0 KB; 7428.5937 ms
[Test 1] 9484.0 KB; 7429.3750 ms
[Test 1] 9485.0 KB; 7430.1562 ms
[Test 1] 9486.0 KB; 7430.9375 ms
[Test 1] 9487.0 KB; 7431.7188 ms
[Test 1] 9488.0 KB; 7432.5000 ms
[Test 1] 9489.0 KB; 7433.2812 ms
[Test 1] 9490.0 KB; 7434.0625 ms
[Test 1] 9491.0 KB; 7434.8438 ms
[Test 1] 9492.0 KB; 7435.6250 ms
[Test 1] 9493.0 KB; 7436.4062 ms
[Test 1] 9494.0 KB; 7437.1875 ms
[Test 1] 9495.0 KB; 7437.9688 ms
[Test 1] 9496.0 KB; 7438.7500 ms
[Test 1] 9497.0 KB; 7439.5312 ms
[Test 1] 9498.0 KB; 7440.3125 ms
[Test 1] 9499.0 KB; 7441.0937 ms
[Test 1] 9500.0 KB; 7441.8750 ms
[Test 1] 9501.0 KB; 7442.6562 ms
[Test 1] 9502.0 KB; 7443.4375 ms
[Test 1] 9503.0 KB; 7444.2187 ms
[Test 1] 9504.0 KB; 7445.0000 ms
[Test 1] 9505.0 KB; 7445.7812 ms
[Test 1] 9506.0 KB; 7446.5625 ms
[Test 1] 9507.0 KB; 7447.3438 ms
[Test 1] 9508.0 KB; 7448.1250 ms
[Test 1] 9509.0 KB; 7448.9062 ms
[Test 1] 9510.0 KB; 7449.6875 ms
[Test 1] 9511.0 KB; 7450.4688 ms
[Test 1] 9512.0 KB; 7451.2500 ms
[Test 1] 9513.0 KB; 7452.0312 ms
[Test 1] 9514.0 KB; 7452.8125 ms
[Test 1] 9515.0 KB; 7453.5938 ms
[Test 1] 9516.0 KB; 7454.3750 ms
[Test 1] 9517.0 KB; 7455.1562 ms
[Test 1] 9518.0 KB; 7455.9375 ms
[Test 1] 9519.0 KB; 7456.7187 ms
[Test 1] 9520.0 KB; 7457.5000 ms
[Test 1] 9521.0 KB; 7458.2812 ms
[Test 1] 9522.0 KB; 7459.0625 ms
[Test 1] 9523.0 KB; 7459.8437 ms
[Test 1] 9524.0 KB; 7460.6250 ms
[Test 1] 9525.0 KB; 7461.4062 ms
[Test 1] 9526.0 KB; 7462.1875 ms
[Test 1] 9527.0 KB; 7462.9688 ms
[Test 1] 9528.0 KB; 7463.7500 ms
[Test 1] 9529.0 KB; 7464.5312 ms
[Test 1] 9530.0 KB; 7465.3125 ms
[Test 1] 9531.0 KB; 7466.0938 ms
[Test 1] 9532.0 KB; 7466.8750 ms
[Test 1] 9533.0 KB; 7467.6562 ms
[Test 1] 9534.0 KB; 7468.4375 ms
[Test 1] 9535.0 KB; 7469.2188 ms
[Test 1] 9536.0 KB; 7470.0000 ms
[Test 1] 9537.0 KB; 7470.7812 ms
[Test 1] 9538.0 KB; 7471.5625 ms
[Test 1] 9539.0 KB; 7472.3437 ms
[Test 1] 9540.0 KB; 7473.1250 ms
[Test 1] 9541.0 KB; 7473.9062 ms
[Test 1] 9542.0 KB; 7474.6875 ms
[Test 1] 9543.0 KB; 7475.4687 ms
[Test 1] 9544.0 KB; 7476.2500 ms
[Test 1] 9545.0 KB; 7477.0312 ms
[Test 1] 9546.0 KB; 7477.8125 ms
[Test 1] 9547.0 KB; 7478.5938 ms
[Test 1] 9548.0 KB; 7479.3750 ms
[Test 1] 9549.0 KB; 7480.1562 ms
[Test 1] 9550.0 KB; 7480.9375 ms
[Test 1] 9551.0 KB; 7481.7188 ms
[Test 1] 9552.0 KB; 7482.5000 ms
[Test 1] 9553.0 KB; 7483.2812 ms
[Test 1] 9554.0 KB; 7484.0625 ms
[Test 1] 9555.0 KB; 7484.8438 ms
[Test 1] 9556.0 KB; 7485.6250 ms
[Test 1] 9557.0 KB; 7486.4062 ms
[Test 1] 9558.0 KB; 7487.1875 ms
[Test 1] 9559.0 KB; 7487.9687 ms
[Test 1] 9560.0 KB; 7488.7500 ms
[Test 1] 9561.0 KB; 7489.5312 ms
[Test 1] 9562.0 KB; 7490.3125 ms
[Test 1] 9563.0 KB; 7491.0937 ms
[Test 1] 9564.0 KB; 7491.8750 ms
[Test 1] 9565.0 KB; 7492.6562 ms
[Test 1] 9566.0 KB; 7493.4375 ms
[Test 1] 9567.0 KB; 7494.2188 ms
[Test 1] 9568.0 KB; 7495.0000 ms
[Test 1] 9569.0 KB; 7495.7812 ms
[Test 1] 9570.0 KB; 7496.5625 ms
[Test 1] 9571.0 KB; 7497.3438 ms
[Test 1] 9572.0 KB; 7498.1250 ms
[Test 1] 9573.0 KB; 7498.9062 ms
[Test 1] 9574.0 KB; 7499.6875 ms
[Test 1] 9575.0 KB; 7500.4688 ms
[Test 1] 9576.0 KB; 7501.2500 ms
[Test 1] 9577.0 KB; 7502.0312 ms
[Test 1] 9578.0 KB; 7502.8125 ms
[Test 1] 9579.0 KB; 7503.5937 ms
[Test 1] 9580.0 KB; 7504.3750 ms
[Test 1] 9581.0 KB; 7505.1562 ms
[Test 1] 9582.0 KB; 7505.9375 ms
[Test 1] 9583.0 KB; 7506.7187 ms
[Test 1] 9584.0 KB; 7507.5000 ms
[Test 1] 9585.0 KB; 7508.2812 ms
[Test 1] 9586.0 KB; 7509.0625 ms
[Test 1] 9587.0 KB; 7509.8438 ms
[Test 1] 9588.0 KB; 7510.6250 ms
[Test 1] 9589.0 KB; 7511.4062 ms
[Test 1] 9590.0 KB; 7512.1875 ms
[Test 1] 9591.0 KB; 7512.9688 ms
[Test 1] 9592.0 KB; 7513.7500 ms
[Test 1] 9593.0 KB; 7514.5312 ms
[Test 1] 9594.0 KB; 7515.3125 ms
[Test 1] 9595.0 KB; 7516.0938 ms
[Test 1] 9596.0 KB; 7516.8750 ms
[Test 1] 9597.0 KB; 7517.6562 ms
[Test 1] 9598.0 KB; 7518.4375 ms
[Test 1] 9599.0 KB; 7519.2187 ms
[Test 1] 9600.0 KB; 7520.0000 ms
[Test 1] 9601.0 KB; 7520.7812 ms
[Test 1] 9602.0 KB; 7521.5625 ms
[Test 1] 9603.0 KB; 7522.3437 ms
[Test 1] 9604.0 KB; 7523.1250 ms
[Test 1] 9605.0 KB; 7523.9062 ms
[Test 1] 9606.0 KB; 7524.6875 ms
[Test 1] 9607.0 KB; 7525.4688 ms
[Test 1] 9608.0 KB; 7526.2500 ms
[Test 1] 9609.0 KB; 7527.0312 ms
[Test 1] 9610.0 KB; 7527.8125 ms
[Test 1] 9611.0 KB; 7528.5938 ms
[Test 1] 9612.0 KB; 7529.3750 ms
[Test 1] 9613.0 KB; 7530.1562 ms
[Test 1] 9614.0 KB; 7530.9375 ms
[Test 1] 9615.0 KB; 7531.7188 ms
[Test 1] 9616.0 KB; 7532.5000 ms
[Test 1] 9617.0 KB; 7533.2812 ms
[Test 1] 9618.0 KB; 7534.0625 ms
[Test 1] 9619.0 KB; 7534.8437 ms
[Test 1] 9620.0 KB; 7535.6250 ms
[Test 1] 9621.0 KB; 7536.4062 ms
[Test 1] 9622.0 KB; 7537.1875 ms
[Test 1] 9623.0 KB; 7537.9687 ms
[Test 1] 9624.0 KB; 7538.7500 ms
[Test 1] 9625.0 KB; 7539.5312 ms
[Test 1] 9626.0 KB; 7540.3125 ms
[Test 1] 9627.0 KB; 7541.0938 ms
[Test 1] 9628.0 KB; 7541.8750 ms
[Test 1] 9629.0 KB; 7542.6562 ms
[Test 1] 9630.0 KB; 7543.4375 ms
[Test 1] 9631.0 KB; 7544.2188 ms
[Test 1] 9632.0 KB; 7545.0000 ms
[Test 1] 9633.0 KB; 7545.7812 ms
[Test 1] 9634.0 KB; 7546.5625 ms
[Test 1] 9635.0 KB; 7547.3438 ms
[Test 1] 9636.0 KB; 7548.1250 ms
[Test 1] 9637.0 KB; 7548.9062 ms
[Test 1] 9638.0 KB; 7549.6875 ms
[Test 1] 9639.0 KB; 7550.4687 ms
[Test 1] 9640.0 KB; 7551.2500 ms
[Test 1] 9641.0 KB; 7552.0312 ms
[Test 1] 9642.0 KB; 7552.8125 ms
[Test 1] 9643.0 KB; 7553.5937 ms
[Test 1] 9644.0 KB; 7554.3750 ms
[Test 1] 9645.0 KB; 7555.1562 ms
[Test 1] 9646.0 KB; 7555.9375 ms
[Test 1] 9647.0 KB; 7556.7188 ms
[Test 1] 9648.0 KB; 7557.5000 ms
[Test 1] 9649.0 KB; 7558.2812 ms
[Test 1] 9650.0 KB; 7559.0625 ms
[Test 1] 9651.0 KB; 7559.8438 ms
[Test 1] 9652.0 KB; 7560.6250 ms
[Test 1] 9653.0 KB; 7561.4062 ms
[Test 1] 9654.0 KB; 7562.1875 ms
[Test 1] 9655.0 KB; 7562.9688 ms
[Test 1] 9656.0 KB; 7563.7500 ms
[Test 1] 9657.0 KB; 7564.5312 ms
[Test 1] 9658.0 KB; 7565.3125 ms
[Test 1] 9659.0 KB; 7566.0937 ms
[Test 1] 9660.0 KB; 7566.8750 ms
[Test 1] 9661.0 KB; 7567.6562 ms
[Test 1] 9662.0 KB; 7568.4375 ms
[Test 1] 9663.0 KB; 7569.2187 ms
[Test 1] 9664.0 KB; 7570.0000 ms
[Test 1] 9665.0 KB; 7570.7812 ms
[Test 1] 9666.0 KB; 7571.5625 ms
[Test 1] 9667.0 KB; 7572.3438 ms
[Test 1] 9668.0 KB; 7573.1250 ms
[Test 1] 9669.0 KB; 7573.9062 ms
[Test 1] 9670.0 KB; 7574.6875 ms
[Test 1] 9671.0 KB; 7575.4688 ms
[Test 1] 9672.0 KB; 7576.2500 ms
[Test 1] 9673.0 KB; 7577.0312 ms
[Test 1] 9674.0 KB; 7577.8125 ms
[Test 1] 9675.0 KB; 7578.5938 ms
[Test 1] 9676.0 KB; 7579.3750 ms
[Test 1] 9677.0 KB; 7580.1562 ms
[Test 1] 9678.0 KB; 7580.9375 ms
[Test 1] 9679.0 KB; 7581.7187 ms
[Test 1] 9680.0 KB; 7582.5000 ms
[Test 1] 9681.0 KB; 7583.2812 ms
[Test 1] 9682.0 KB; 7584.0625 ms
[Test 1] 9683.0 KB; 7584.8437 ms
[Test 1] 9684.0 KB; 7585.6250 ms
[Test 1] 9685.0 KB; 7586.4062 ms
[Test 1] 9686.0 KB; 7587.1875 ms
[Test 1] 9687.0 KB; 7587.9688 ms
[Test 1] 9688.0 KB; 7588.7500 ms
[Test 1] 9689.0 KB; 7589.5312 ms
[Test 1] 9690.0 KB; 7590.3125 ms
[Test 1] 9691.0 KB; 7591.0938 ms
[Test 1] 9692.0 KB; 7591.8750 ms
[Test 1] 9693.0 KB; 7592.6562 ms
[Test 1] 9694.0 KB; 7593.4375 ms
[Test 1] 9695.0 KB; 7594.2188 ms
[Test 1] 9696.0 KB; 7595.0000 ms
[Test 1] 9697.0 KB; 7595.7812 ms
[Test 1] 9698.0 KB; 7596.5625 ms
[Test 1] 9699.0 KB; 7597.3437 ms
[Test 1] 9700.0 KB; 7598.1250 ms
[Test 1] 9701.0 KB; 7598.9062 ms
[Test 1] 9702.0 KB; 7599.6875 ms
[Test 1] 9703.0 KB; 7600.4687 ms
[Test 1] 9704.0 KB; 7601.2500 ms
[Test 1] 9705.0 KB; 7602.0312 ms
[Test 1] 9706.0 KB; 7602.8125 ms
[Test 1] 9707.0 KB; 7603.5938 ms
[Test 1] 9708.0 KB; 7604.3750 ms
[Test 1] 9709.0 KB; 7605.1562 ms
[Test 1] 9710.0 KB; 7605.9375 ms
[Test 1] 9711.0 KB; 7606.7188 ms
[Test 1] 9712.0 KB; 7607.5000 ms
[Test 1] 9713.0 KB; 7608.2812 ms
[Test 1] 9714.0 KB; 7609.0625 ms
[Test 1] 9715.0 KB; 7609.8438 ms
[Test 1] 9716.0 KB; 7610.6250 ms
[Test 1] 9717.0 KB; 7611.4062 ms
[Test 1] 9718.0 KB; 7612.1875 ms
[Test 1] 9719.0 KB; 7612.9687 ms
[Test 1] 9720.0 KB; 7613.7500 ms
[Test 1] 9721.0 KB; 7614.5312 ms
[Test 1] 9722.0 KB; 7615.3125 ms
[Test 1] 9723.0 KB; 7616.0937 ms
[Test 1] 9724.0 KB; 7616.8750 ms
[Test 1] 9725.0 KB; 7617.6562 ms
[Test 1] 9726.0 KB; 7618.4375 ms
[Test 1] 9727.0 KB; 7619.2188 ms
[Test 1] 9728.0 KB; 7620.0000 ms
[Test 1] 9729.0 KB; 7620.7812 ms
[Test 1] 9730.0 KB; 7621.5625 ms
[Test 1] 9731.0 KB; 7622.3438 ms
[Test 1] 9732.0 KB; 7623.1250 ms
[Test 1] 9733.0 KB; 7623.9062 ms
[Test 1] 9734.0 KB; 7624.6875 ms
[Test 1] 9735.0 KB; 7625.4688 ms
[Test 1] 9736.0 KB; 7626.2500 ms
[Test 1] 9737.0 KB; 7627.0312 ms
[Test 1] 9738.0 KB; 7627.8125 ms
[Test 1] 9739.0 KB; 7628.5937 ms
[Test 1] 9740.0 KB; 7629.3750 ms
[Test 1] 9741.0 KB; 7630.1562 ms
[Test 1] 9742.0 KB; 7630.9375 ms
[Test 1] 9743.0 KB; 7631.7187 ms
[Test 1] 9744.0 KB; 7632.5000 ms
[Test 1] 9745.0 KB; 7633.2812 ms
[Test 1] 9746.0 KB; 7634.0625 ms
[Test 1] 9747.0 KB; 7634.8438 ms
[Test 1] 9748.0 KB; 7635.6250 ms
[Test 1] 9749.0 KB; 7636.4062 ms
[Test 1] 9750.0 KB; 7637.1875 ms
[Test 1] 9751.0 KB; 7637.9688 ms
[Test 1] 9752.0 KB; 7638.7500 ms
[Test 1] 9753.0 KB; 7639.5312 ms
[Test 1] 9754.0 KB; 7640.3125 ms
[Test 1] 9755.0 KB; 7641.0938 ms
[Test 1] 9756.0 KB; 7641.8750 ms
[Test 1] 9757.0 KB; 7642.6562 ms
[Test 1] 9758.0 KB; 7643.4375 ms
[Test 1] 9759.0 KB; 7644.2187 ms
[Test 1] 9760.0 KB; 7645.0000 ms
[Test 1] 9761.0 KB; 7645.7812 ms
[Test 1] 9762.0 KB; 7646.5625 ms
[Test 1] 9763.0 KB; 7647.3437 ms
[Test 1] 9764.0 KB; 7648.1250 ms
[Test 1] 9765.0 KB; 7648.9062 ms
[Test 1] 9766.0 KB; 7649.6875 ms
[Test 1] 9767.0 KB; 7650.4688 ms
[Test 1] 9768.0 KB; 7651.2500 ms
[Test 1] 9769.0 KB; 7652.0312 ms
[Test 1] 9770.0 KB; 7652.8125 ms
[Test 1] 9771.0 KB; 7653.5938 ms
[Test 1] 9772.0 KB; 7654.3750 ms
[Test 1] 9773.0 KB; 7655.1562 ms
[Test 1] 9774.0 KB; 7655.9375 ms
[Test 1] 9775.0 KB; 7656.7188 ms
[Test 1] 9776.0 KB; 7657.5000 ms
[Test 1] 9777.0 KB; 7658.2812 ms
[Test 1] 9778.0 KB; 7659.0625 ms
[Test 1] 9779.0 KB; 7659.8437 ms
[Test 1] 9780.0 KB; 7660.6250 ms
[Test 1] 9781.0 KB; 7661.4062 ms
[Test 1] 9782.0 KB; 7662.1875 ms
[Test 1] 9783.0 KB; 7662.9687 ms
[Test 1] 9784.0 KB; 7663.7500 ms
[Test 1] 9785.0 KB; 7664.5312 ms
[Test 1] 9786.0 KB; 7665.3125 ms
[Test 1] 9787.0 KB; 7666.0938 ms
[Test 1] 9788.0 KB; 7666.8750 ms
[Test 1] 9789.0 KB; 7667.6562 ms
[Test 1] 9790.0 KB; 7668.4375 ms
[Test 1] 9791.0 KB; 7669.2188 ms
[Test 1] 9792.0 KB; 7670.0000 ms
[Test 1] 9793.0 KB; 7670.7812 ms
[Test 1] 9794.0 KB; 7671.5625 ms
[Test 1] 9795.0 KB; 7672.3438 ms
[Test 1] 9796.0 KB; 7673.1250 ms
[Test 1] 9797.0 KB; 7673.9062 ms
[Test 1] 9798.0 KB; 7674.6875 ms
[Test 1] 9799.0 KB; 7675.4687 ms
[Test 1] 9800.0 KB; 7676.2500 ms
[Test 1] 9801.0 KB; 7677.0312 ms
[Test 1] 9802.0 KB; 7677.8125 ms
[Test 1] 9803.0 KB; 7678.5937 ms
[Test 1] 9804.0 KB; 7679.3750 ms
[Test 1] 9805.0 KB; 7680.1562 ms
[Test 1] 9806.0 KB; 7680.9375 ms
[Test 1] 9807.0 KB; 7681.7188 ms
[Test 1] 9808.0 KB; 7682.5000 ms
[Test 1] 9809.0 KB; 7683.2812 ms
[Test 1] 9810.0 KB; 7684.0625 ms
[Test 1] 9811.0 KB; 7684.8438 ms
[Test 1] 9812.0 KB; 7685.6250 ms
[Test 1] 9813.0 KB; 7686.4062 ms
[Test 1] 9814.0 KB; 7687.1875 ms
[Test 1] 9815.0 KB; 7687.9688 ms
[Test 1] 9816.0 KB; 7688.7500 ms
[Test 1] 9817.0 KB; 7689.5312 ms
[Test 1] 9818.0 KB; 7690.3125 ms
[Test 1] 9819.0 KB; 7691.0937 ms
[Test 1] 9820.0 KB; 7691.8750 ms
[Test 1] 9821.0 KB; 7692.6562 ms
[Test 1] 9822.0 KB; 7693.4375 ms
[Test 1] 9823.0 KB; 7694.2187 ms
[Test 1] 9824.0 KB; 7695.0000 ms
[Test 1] 9825.0 KB; 7695.7812 ms
[Test 1] 9826.0 KB; 7696.5625 ms
[Test 1] 9827.0 KB; 7697.3438 ms
[Test 1] 9828.0 KB; 7698.1250 ms
[Test 1] 9829.0 KB; 7698.9062 ms
[Test 1] 9830.0 KB; 7699.6875 ms
[Test 1] 9831.0 KB; 7700.4688 ms
[Test 1] 9832.0 KB; 7701.2500 ms
[Test 1] 9833.0 KB; 7702.0312 ms
[Test 1] 9834.0 KB; 7702.8125 ms
[Test 1] 9835.0 KB; 7703.5938 ms
[Test 1] 9836.0 KB; 7704.3750 ms
[Test 1] 9837.0 KB; 7705.1562 ms
[Test 1] 9838.0 KB; 7705.9375 ms
[Test 1] 9839.0 KB; 7706.7187 ms
[Test 1] 9840.0 KB; 7707.5000 ms
[Test 1] 9841.0 KB; 7708.2812 ms
[Test 1] 9842.0 KB; 7709.0625 ms
[Test 1] 9843.0 KB; 7709.8437 ms
[Test 1] 9844.0 KB; 7710.6250 ms
[Test 1] 9845.0 KB; 7711.4062 ms
[Test 1] 9846.0 KB; 7712.1875 ms
[Test 1] 9847.0 KB; 7712.9688 ms
[Test 1] 9848.0 KB; 7713.7500 ms
[Test 1] 9849.0 KB; 7714.5312 ms
[Test 1] 9850.0 KB; 7715.3125 ms
[Test 1] 9851.0 KB; 7716.0938 ms
[Test 1] 9852.0 KB; 7716.8750 ms
[Test 1] 9853.0 KB; 7717.6562 ms
[Test 1] 9854.0 KB; 7718.4375 ms
[Test 1] 9855.0 KB; 7719.2188 ms
[Test 1] 9856.0 KB; 7720.0000 ms
[Test 1] 9857.0 KB; 7720.7812 ms
[Test 1] 9858.0 KB; 7721.5625 ms
[Test 1] 9859.0 KB; 7722.3437 ms
[Test 1] 9860.0 KB; 7723.1250 ms
[Test 1] 9861.0 KB; 7723.9062 ms
[Test 1] 9862.0 KB; 7724.6875 ms
[Test 1] 9863.0 KB; 7725.4687 ms
[Test 1] 9864.0 KB; 7726.2500 ms
[Test 1] 9865.0 KB; 7727.0312 ms
[Test 1] 9866.0 KB; 7727.8125 ms
[Test 1] 9867.0 KB; 7728.5938 ms
[Test 1] 9868.0 KB; 7729.3750 ms
[Test 1] 9869.0 KB; 7730.1562 ms
[Test 1] 9870.0 KB; 7730.9375 ms
[Test 1] 9871.0 KB; 7731.7188 ms
